Message Sent,Message Received,Display Updated
1575564324.1321676,1575564375.8945434,1575564375.901132
1575564324.1321676,1575564376.0023403,1575564376.008858
1575564324.1321676,1575564376.1100843,1575564376.116658
1575564324.1321676,1575564376.217853,1575564376.2243843
1575564324.1321676,1575564376.3255868,1575564376.332213
1575564324.1321676,1575564376.4344819,1575564376.4471445
1575564324.1321676,1575564376.5484169,1575564376.554682
1575564324.1321676,1575564376.6557827,1575564376.6618068
1575564324.1321676,1575564376.7635095,1575564376.7700207
1575564324.1321676,1575564376.8713515,1575564376.88018
1575564324.1321676,1575564376.98148,1575564376.9876575
1575564324.1321676,1575564377.0888805,1575564377.0951672
1575564324.1321676,1575564377.1967273,1575564377.2030046
1575564324.1321676,1575564377.3041425,1575564377.3103192
1575564324.1321676,1575564377.4115448,1575564377.4176722
1575564324.1321676,1575564377.5194817,1575564377.5327237
1575564324.1321676,1575564377.6339319,1575564377.640028
1575564324.1321676,1575564377.7412527,1575564377.7480283
1575564324.1321676,1575564377.8492436,1575564377.8555322
1575564324.1321676,1575564377.95672,1575564377.9650893
1575564324.1321676,1575564378.0662935,1575564378.0748136
1575564324.1321676,1575564378.1764033,1575564378.1832316
1575564324.1321676,1575564378.2848392,1575564378.290448
1575564324.1321676,1575564378.3918493,1575564378.3987427
1575564324.1321676,1575564378.4999228,1575564378.5061066
1575564324.1321676,1575564378.607904,1575564378.6181457
1575564324.1321676,1575564378.7194269,1575564378.7254915
1575564324.1321676,1575564378.8265822,1575564378.8347883
1575564324.1321676,1575564378.9359968,1575564378.9428325
1575564324.1321676,1575564379.0441124,1575564379.052862
1575564324.1321676,1575564379.1540377,1575564379.1658552
1575564324.1321676,1575564379.2670841,1575564379.273391
1575564324.1321676,1575564379.3745527,1575564379.381278
1575564324.1321676,1575564379.4825456,1575564379.489459
1575564324.1321676,1575564379.5906322,1575564379.5967216
1575564324.1321676,1575564379.6984863,1575564379.7085688
1575564324.1321676,1575564379.8098068,1575564379.8160763
1575564324.1321676,1575564379.9173963,1575564379.9246833
1575564324.1321676,1575564380.0260403,1575564380.0324538
1575564324.1321676,1575564380.1336637,1575564380.139978
1575564324.1321676,1575564380.2412074,1575564380.2477152
1575564324.1321676,1575564380.3488693,1575564380.3556283
1575564324.1321676,1575564380.4571674,1575564380.4646475
1575564324.1321676,1575564380.5658908,1575564380.5720968
1575564324.1321676,1575564380.6732736,1575564380.680179
1575564324.1321676,1575564380.7819898,1575564380.7919586
1575564324.1321676,1575564380.8932006,1575564380.8998892
1575564324.1321676,1575564381.0013216,1575564381.0073922
1575564324.1321676,1575564381.1085749,1575564381.115261
1575564324.1321676,1575564381.2164664,1575564381.2224712
1575564324.1321676,1575564381.3237004,1575564381.3302126
1575564324.1321676,1575564381.4314477,1575564381.4376004
1575564324.1321676,1575564381.5387094,1575564381.5448592
1575564324.1321676,1575564381.6460443,1575564381.6522338
1575564324.1321676,1575564381.7534158,1575564381.7603436
1575564324.1321676,1575564381.8621829,1575564381.873277
1575564324.1321676,1575564381.9744108,1575564381.980195
1575564324.1321676,1575564382.0814028,1575564382.0874796
1575564324.1321676,1575564382.1887028,1575564382.1949682
1575564324.1321676,1575564382.2961733,1575564382.303263
1575564324.1321676,1575564382.4045444,1575564382.4109535
1575564324.1321676,1575564382.512108,1575564382.518293
1575564324.1321676,1575564382.619719,1575564382.631498
1575564324.1321676,1575564382.7325547,1575564382.7403016
1575564324.1321676,1575564382.8417149,1575564382.8526
1575564324.1321676,1575564382.954614,1575564382.9672709
1575564324.1321676,1575564383.0686605,1575564383.0747871
1575564324.1321676,1575564383.1762552,1575564383.1830492
1575564324.1321676,1575564383.2843485,1575564383.2925746
1575564324.1321676,1575564383.3937988,1575564383.4031594
1575564324.1321676,1575564383.5046086,1575564383.51078
1575564324.1321676,1575564383.6119845,1575564383.6187217
1575564324.1321676,1575564383.7204552,1575564383.727337
1575564324.1321676,1575564383.8286989,1575564383.8356173
1575564324.1321676,1575564383.9371057,1575564383.9439344
1575564324.1321676,1575564384.046247,1575564384.05731
1575564324.1321676,1575564384.1584835,1575564384.1661897
1575564324.1321676,1575564384.267481,1575564384.2734916
1575564324.1321676,1575564384.374748,1575564384.3808513
1575564324.1321676,1575564384.4822152,1575564384.4909778
1575564324.1321676,1575564384.5922022,1575564384.600715
1575564324.1321676,1575564384.7021163,1575564384.708585
1575564324.1321676,1575564384.8098555,1575564384.8160732
1575564324.1321676,1575564384.917522,1575564384.9237304
1575564324.1321676,1575564385.0253062,1575564385.033364
1575564324.1321676,1575564385.1360748,1575564385.1509745
1575564324.1321676,1575564385.252625,1575564385.2593763
1575564324.1321676,1575564385.360733,1575564385.3670592
1575564324.1321676,1575564385.4682426,1575564385.4743466
1575564324.1321676,1575564385.575651,1575564385.581788
1575564324.1321676,1575564385.6831295,1575564385.6891394
1575564324.1321676,1575564385.7903492,1575564385.7986796
1575564324.1321676,1575564385.8999364,1575564385.9132395
1575564324.1321676,1575564386.014397,1575564386.0205355
1575564324.1321676,1575564386.1217763,1575564386.1289663
1575564324.1321676,1575564386.231364,1575564386.2430122
1575564324.1321676,1575564386.3445508,1575564386.3513453
1575564324.1321676,1575564386.4526038,1575564386.4587278
1575564324.1321676,1575564386.5599983,1575564386.5669801
1575564324.1321676,1575564386.6682355,1575564386.674621
1575564324.1321676,1575564386.7759132,1575564386.7818866
1575564324.1321676,1575564386.8831475,1575564386.8892713
1575564324.1321676,1575564386.9905186,1575564386.9967067
1575564324.1321676,1575564387.0979311,1575564387.1042411
1575564324.1321676,1575564387.2053978,1575564387.21412
1575564324.1321676,1575564387.3164966,1575564387.3281078
1575564324.1321676,1575564387.4287918,1575564387.4306333
1575564324.1321676,1575564387.5312953,1575564387.5337908
1575564324.1321676,1575564387.6351128,1575564387.6411338
1575564324.1321676,1575564387.7423542,1575564387.7501671
1575564324.1321676,1575564387.8514192,1575564387.859752
1575564324.1321676,1575564387.9609492,1575564387.9695256
1575564324.1321676,1575564388.070751,1575564388.0792885
1575564324.1321676,1575564388.1804147,1575564388.1866095
1575564324.1321676,1575564388.2877734,1575564388.2940414
1575564324.1321676,1575564388.3965545,1575564388.409227
1575564324.1321676,1575564388.5104613,1575564388.5177279
1575564324.1321676,1575564388.619298,1575564388.6254056
1575564324.1321676,1575564388.7266786,1575564388.7330453
1575564324.1321676,1575564388.8342505,1575564388.840523
1575564324.1321676,1575564388.941711,1575564388.9479544
1575564324.1321676,1575564389.0491743,1575564389.0569985
1575564324.1321676,1575564389.1582153,1575564389.1652608
1575564324.1321676,1575564389.266509,1575564389.2726038
1575564324.1321676,1575564389.3737817,1575564389.3823023
1575564324.1321676,1575564389.4844058,1575564389.506793
1575564324.1321676,1575564389.6080241,1575564389.6166205
1575564324.1321676,1575564389.7178748,1575564389.7242742
1575564324.1321676,1575564389.825507,1575564389.8354743
1575564324.1321676,1575564389.9367552,1575564389.9472914
1575564324.1321676,1575564390.048618,1575564390.0554416
1575564324.1321676,1575564390.1566782,1575564390.1629581
1575564324.1321676,1575564390.2641385,1575564390.2702925
1575564324.1321676,1575564390.3715587,1575564390.3776464
1575564324.1321676,1575564390.478778,1575564390.4861534
1575564324.1321676,1575564390.5881274,1575564390.6011071
1575564324.1321676,1575564390.7025352,1575564390.7093832
1575564324.1321676,1575564390.8108785,1575564390.8170736
1575564324.1321676,1575564390.9182923,1575564390.9244459
1575564324.1321676,1575564391.0256577,1575564391.0318525
1575564324.1321676,1575564391.1330957,1575564391.1393065
1575564324.1321676,1575564391.2406547,1575564391.2473383
1575564324.1321676,1575564391.348567,1575564391.357052
1575564324.1321676,1575564391.4581912,1575564391.4644268
1575564324.1321676,1575564391.5656016,1575564391.5743656
1575564324.1321676,1575564391.67627,1575564391.6897817
1575564324.1321676,1575564391.7911305,1575564391.7998166
1575564324.1321676,1575564391.901126,1575564391.907254
1575564324.1321676,1575564392.0084586,1575564392.015523
1575564324.1321676,1575564392.1167786,1575564392.1232295
1575564324.1321676,1575564392.2244809,1575564392.2309923
1575564324.1321676,1575564392.3321757,1575564392.3382747
1575564324.1321676,1575564392.4395459,1575564392.4458213
1575564324.1321676,1575564392.5470743,1575564392.5533588
1575564324.1321676,1575564392.654624,1575564392.6606963
1575564324.1321676,1575564392.7632036,1575564392.7766247
1575564324.1321676,1575564392.8780239,1575564392.8839796
1575564324.1321676,1575564392.9855013,1575564392.992311
1575564324.1321676,1575564393.09354,1575564393.099886
1575564324.1321676,1575564393.2011068,1575564393.207255
1575564324.1321676,1575564393.3084698,1575564393.315194
1575564324.1321676,1575564393.4164114,1575564393.4234772
1575564324.1321676,1575564393.5247009,1575564393.5317063
1575564324.1321676,1575564393.6327994,1575564393.639005
1575564324.1321676,1575564393.7402158,1575564393.746514
1575564324.1321676,1575564393.8490949,1575564393.8596995
1575564324.1321676,1575564393.9610956,1575564393.9701395
1575564324.1321676,1575564394.0715497,1575564394.0784519
1575564324.1321676,1575564394.1797655,1575564394.185788
1575564324.1321676,1575564394.2870808,1575564394.2931547
1575564324.1321676,1575564394.3943613,1575564394.400537
1575564324.1321676,1575564394.5017369,1575564394.5080688
1575564324.1321676,1575564394.609268,1575564394.6159909
1575564324.1321676,1575564394.7172518,1575564394.7237291
1575564324.1321676,1575564394.824947,1575564394.8318994
1575564324.1321676,1575564394.9343565,1575564394.9483025
1575564324.1321676,1575564395.0496192,1575564395.058391
1575564324.1321676,1575564395.1596565,1575564395.1661077
1575564324.1321676,1575564395.2671726,1575564395.2730765
1575564324.1321676,1575564395.3745189,1575564395.3812904
1575564324.1321676,1575564395.482603,1575564395.4889002
1575564324.1321676,1575564395.5896761,1575564395.592642
1575564324.1321676,1575564395.6937597,1575564395.6994433
1575564324.1321676,1575564395.8006685,1575564395.806792
1575564324.1321676,1575564395.9080534,1575564395.9163766
1575564324.1321676,1575564396.018378,1575564396.0347755
1575564324.1321676,1575564396.1360164,1575564396.1442902
1575564324.1321676,1575564396.2454128,1575564396.2516723
1575564324.1321676,1575564396.3529809,1575564396.3597925
1575564324.1321676,1575564396.4611037,1575564396.467901
1575564324.1321676,1575564396.5691826,1575564396.5753412
1575564324.1321676,1575564396.6765716,1575564396.6829958
1575564324.1321676,1575564396.784294,1575564396.792186
1575564324.1321676,1575564396.8934526,1575564396.8990984
1575564324.1321676,1575564397.000307,1575564397.0064878
1575564324.1321676,1575564397.1087205,1575564397.1220505
1575564324.1321676,1575564397.2234163,1575564397.229577
1575564324.1321676,1575564397.3307917,1575564397.3392446
1575564324.1321676,1575564397.4404395,1575564397.4487352
1575564324.1321676,1575564397.5499392,1575564397.5584862
1575564324.1321676,1575564397.65972,1575564397.6683295
1575564324.1321676,1575564397.7694387,1575564397.7770417
1575564324.1321676,1575564397.8786142,1575564397.8876214
1575564324.1321676,1575564397.9889534,1575564397.9977975
1575564324.1321676,1575564398.0991204,1575564398.105364
1575564324.1321676,1575564398.207418,1575564398.2198403
1575564324.1321676,1575564398.3211057,1575564398.327467
1575564324.1321676,1575564398.4286838,1575564398.4352376
1575564324.1321676,1575564398.5364244,1575564398.5428748
1575564324.1321676,1575564398.6441052,1575564398.6500254
1575564324.1321676,1575564398.751311,1575564398.7578385
1575564324.1321676,1575564398.8591194,1575564398.8656147
1575564324.1321676,1575564398.9668243,1575564398.9729776
1575564324.1321676,1575564399.074208,1575564399.0810342
1575564324.1321676,1575564399.182299,1575564399.188533
1575564324.1321676,1575564399.2905047,1575564399.301978
1575564324.1321676,1575564399.403334,1575564399.409428
1575564324.1321676,1575564399.5107145,1575564399.5192926
1575564324.1321676,1575564399.6205812,1575564399.629208
1575564324.1321676,1575564399.7304997,1575564399.739064
1575564324.1321676,1575564399.8404183,1575564399.8472228
1575564324.1321676,1575564399.9484622,1575564399.954461
1575564324.1321676,1575564400.055731,1575564400.061975
1575564324.1321676,1575564400.163238,1575564400.1695297
1575564324.1321676,1575564400.2707553,1575564400.2793097
1575564324.1321676,1575564400.3813095,1575564400.3936126
1575564324.1321676,1575564400.4952629,1575564400.501424
1575564324.1321676,1575564400.602772,1575564400.6099772
1575564324.1321676,1575564400.711184,1575564400.716764
1575564324.1321676,1575564400.8180218,1575564400.8243668
1575564324.1321676,1575564400.9255707,1575564400.9320276
1575564324.1321676,1575564401.0333939,1575564401.041386
1575564324.1321676,1575564401.1427479,1575564401.1490114
1575564324.1321676,1575564401.2502053,1575564401.2564476
1575564324.1321676,1575564401.3576477,1575564401.366082
1575564324.1321676,1575564401.4684007,1575564401.4809384
1575564324.1321676,1575564401.5822442,1575564401.5885487
1575564324.1321676,1575564401.6898003,1575564401.6960158
1575564324.1321676,1575564401.7973516,1575564401.803787
1575564324.1321676,1575564401.905256,1575564401.912073
1575564324.1321676,1575564402.0133111,1575564402.0195806
1575564324.1321676,1575564402.12083,1575564402.127008
1575564324.1321676,1575564402.2282417,1575564402.2366362
1575564324.1321676,1575564402.3378708,1575564402.344159
1575564324.1321676,1575564402.4453506,1575564402.4516342
1575564324.1321676,1575564402.5534565,1575564402.5660403
1575564324.1321676,1575564402.667402,1575564402.6760638
1575564324.1321676,1575564402.7774594,1575564402.7840586
1575564324.1321676,1575564402.8853252,1575564402.891582
1575564324.1321676,1575564402.992128,1575564402.994137
1575564324.1321676,1575564403.0947106,1575564403.097323
1575564324.1321676,1575564403.198437,1575564403.2042315
1575564324.1321676,1575564403.3054676,1575564403.3139465
1575564324.1321676,1575564403.4152048,1575564403.4236295
1575564324.1321676,1575564403.5250301,1575564403.5320399
1575564324.1321676,1575564403.6346705,1575564403.6495702
1575564324.1321676,1575564403.7510278,1575564403.7581942
1575564324.1321676,1575564403.85952,1575564403.866298
1575564324.1321676,1575564403.9673629,1575564403.9731953
1575564324.1321676,1575564404.0743723,1575564404.0806792
1575564324.1321676,1575564404.1819057,1575564404.1882203
1575564324.1321676,1575564404.2894423,1575564404.2957425
1575564324.1321676,1575564404.3971188,1575564404.4034266
1575564324.1321676,1575564404.5046287,1575564404.5108705
1575564324.1321676,1575564404.61214,1575564404.61839
1575564324.1321676,1575564404.720324,1575564404.7371953
1575564324.1321676,1575564404.8390052,1575564404.8483403
1575564324.1321676,1575564404.9500754,1575564404.9564538
1575564324.1321676,1575564405.0578187,1575564405.0647178
1575564324.1321676,1575564405.1661205,1575564405.172243
1575564324.1321676,1575564405.2735202,1575564405.2801015
1575564324.1321676,1575564405.381355,1575564405.3898222
1575564324.1321676,1575564405.491316,1575564405.4999478
1575564324.1321676,1575564405.601179,1575564405.6078286
1575564324.1321676,1575564405.7090225,1575564405.7153223
1575564324.1321676,1575564405.8171973,1575564405.829913
1575564324.1321676,1575564405.9311874,1575564405.9373336
1575564324.1321676,1575564406.0386157,1575564406.0457783
1575564324.1321676,1575564406.1471994,1575564406.154046
1575564324.1321676,1575564406.255553,1575564406.2635865
1575564324.1321676,1575564406.3648915,1575564406.3706179
1575564324.1321676,1575564406.4718566,1575564406.4779043
1575564324.1321676,1575564406.579234,1575564406.5853536
1575564324.1321676,1575564406.6866174,1575564406.6950314
1575564324.1321676,1575564406.7962844,1575564406.802411
1575564324.1321676,1575564406.9043243,1575564406.9189854
1575564324.1321676,1575564407.0204089,1575564407.0280879
1575564324.1321676,1575564407.129517,1575564407.1361017
1575564324.1321676,1575564407.2373154,1575564407.2453892
1575564324.1321676,1575564407.3468802,1575564407.3537083
1575564324.1321676,1575564407.4551072,1575564407.4628932
1575564324.1321676,1575564407.5643725,1575564407.5704825
1575564324.1321676,1575564407.6718147,1575564407.6779373
1575564324.1321676,1575564407.7792745,1575564407.7853284
1575564324.1321676,1575564407.886632,1575564407.892915
1575564324.1321676,1575564407.9950464,1575564408.0088046
1575564324.1321676,1575564408.1102872,1575564408.1209996
1575564324.1321676,1575564408.2227058,1575564408.2302396
1575564324.1321676,1575564408.3314478,1575564408.3391404
1575564324.1321676,1575564408.4406142,1575564408.448518
1575564324.1321676,1575564408.5495412,1575564408.5556874
1575564324.1321676,1575564408.6569374,1575564408.6635497
1575564324.1321676,1575564408.7647896,1575564408.7708797
1575564324.1321676,1575564408.8721793,1575564408.878314
1575564324.1321676,1575564408.9796658,1575564408.9857955
1575564324.1321676,1575564409.0879276,1575564409.0997405
1575564324.1321676,1575564409.2010098,1575564409.207202
1575564324.1321676,1575564409.3084571,1575564409.3145103
1575564324.1321676,1575564409.4158452,1575564409.4223
1575564324.1321676,1575564409.5235496,1575564409.529938
1575564324.1321676,1575564409.6311777,1575564409.6376476
1575564324.1321676,1575564409.7388387,1575564409.7458882
1575564324.1321676,1575564409.8473468,1575564409.853439
1575564324.1321676,1575564409.9546642,1575564409.9611719
1575564324.1321676,1575564410.0624998,1575564410.074392
1575564324.1321676,1575564410.1764116,1575564410.1894028
1575564324.1321676,1575564410.2906785,1575564410.297283
1575564324.1321676,1575564410.398502,1575564410.4073815
1575564324.1321676,1575564410.5090113,1575564410.5205414
1575564324.1321676,1575564410.622256,1575564410.6296217
1575564324.1321676,1575564410.7308252,1575564410.7375057
1575564324.1321676,1575564410.838728,1575564410.8448894
1575564324.1321676,1575564410.9460304,1575564410.9546177
1575564324.1321676,1575564411.056274,1575564411.0640817
1575564324.1321676,1575564411.165315,1575564411.1721191
1575564324.1321676,1575564411.2741096,1575564411.2865493
1575564324.1321676,1575564411.3879206,1575564411.3943906
1575564324.1321676,1575564411.4956741,1575564411.5043414
1575564324.1321676,1575564411.6055434,1575564411.6124551
1575564324.1321676,1575564411.7138302,1575564411.721028
1575564324.1321676,1575564411.8224173,1575564411.8286235
1575564324.1321676,1575564411.9298353,1575564411.9394774
1575564324.1321676,1575564412.0406697,1575564412.049688
1575564324.1321676,1575564412.1511462,1575564412.159148
1575564324.1321676,1575564412.2610636,1575564412.2695305
1575564324.1321676,1575564412.371801,1575564412.3857484
1575564324.1321676,1575564412.487251,1575564412.4934454
1575564324.1321676,1575564412.594757,1575564412.6009426
1575564324.1321676,1575564412.7021384,1575564412.708412
1575564324.1321676,1575564412.809572,1575564412.8158724
1575564324.1321676,1575564412.9170666,1575564412.923133
1575564324.1321676,1575564413.0243094,1575564413.0307405
1575564324.1321676,1575564413.131925,1575564413.1379678
1575564324.1321676,1575564413.2391953,1575564413.2451553
1575564324.1321676,1575564413.3463955,1575564413.3538897
1575564324.1321676,1575564413.4558482,1575564413.4681277
1575564324.1321676,1575564413.5697114,1575564413.577341
1575564324.1321676,1575564413.6786046,1575564413.6848783
1575564324.1321676,1575564413.7860951,1575564413.7925706
1575564324.1321676,1575564413.893926,1575564413.9001336
1575564324.1321676,1575564414.0013294,1575564414.009775
1575564324.1321676,1575564414.111233,1575564414.1174226
1575564324.1321676,1575564414.2185943,1575564414.2256856
1575564324.1321676,1575564414.3268712,1575564414.3330321
1575564324.1321676,1575564414.4342558,1575564414.4402869
1575564324.1321676,1575564414.5420213,1575564414.5551713
1575564324.1321676,1575564414.6563451,1575564414.6650157
1575564324.1321676,1575564414.7663987,1575564414.773187
1575564324.1321676,1575564414.8746047,1575564414.8812647
1575564324.1321676,1575564414.9826627,1575564414.9887824
1575564324.1321676,1575564415.0899513,1575564415.0984783
1575564324.1321676,1575564415.1996872,1575564415.2079067
1575564324.1321676,1575564415.3090887,1575564415.317435
1575564324.1321676,1575564415.4187355,1575564415.4255862
1575564324.1321676,1575564415.5267377,1575564415.533053
1575564324.1321676,1575564415.6357207,1575564415.6477358
1575564324.1321676,1575564415.7490735,1575564415.7560978
1575564324.1321676,1575564415.8573272,1575564415.8636365
1575564324.1321676,1575564415.964937,1575564415.9713013
1575564324.1321676,1575564416.0724967,1575564416.0787566
1575564324.1321676,1575564416.1799831,1575564416.1860728
1575564324.1321676,1575564416.287336,1575564416.2939007
1575564324.1321676,1575564416.3952167,1575564416.4012506
1575564324.1321676,1575564416.5024235,1575564416.508775
1575564324.1321676,1575564416.609994,1575564416.6161392
1575564324.1321676,1575564416.7179215,1575564416.7322733
1575564324.1321676,1575564416.833497,1575564416.8413582
1575564324.1321676,1575564416.942594,1575564416.9521124
1575564324.1321676,1575564417.0534263,1575564417.0599189
1575564324.1321676,1575564417.1610944,1575564417.1673477
1575564324.1321676,1575564417.2686086,1575564417.2747512
1575564324.1321676,1575564417.3759317,1575564417.3821874
1575564324.1321676,1575564417.483632,1575564417.4898527
1575564324.1321676,1575564417.5911865,1575564417.5972624
1575564324.1321676,1575564417.6984901,1575564417.7048109
1575564324.1321676,1575564417.8065662,1575564417.8183131
1575564324.1321676,1575564417.9195797,1575564417.9257917
1575564324.1321676,1575564418.0273867,1575564418.0348413
1575564324.1321676,1575564418.1362326,1575564418.1423538
1575564324.1321676,1575564418.2435374,1575564418.249727
1575564324.1321676,1575564418.3511515,1575564418.3578448
1575564324.1321676,1575564418.4584808,1575564418.4614878
1575564324.1321676,1575564418.5622098,1575564418.5643384
1575564324.1321676,1575564418.6654143,1575564418.6709752
1575564324.1321676,1575564418.772182,1575564418.7785552
1575564324.1321676,1575564418.8808565,1575564418.8916974
1575564324.1321676,1575564418.9930906,1575564418.9999793
1575564324.1321676,1575564419.1012373,1575564419.1074848
1575564324.1321676,1575564419.208669,1575564419.2147653
1575564324.1321676,1575564419.3159552,1575564419.324311
1575564324.1321676,1575564419.4254837,1575564419.431639
1575564324.1321676,1575564419.53282,1575564419.5390565
1575564324.1321676,1575564419.6403346,1575564419.6465812
1575564324.1321676,1575564419.7478333,1575564419.755209
1575564324.1321676,1575564419.8563173,1575564419.8624368
1575564324.1321676,1575564419.9642556,1575564419.9740906
1575564324.1321676,1575564420.0753646,1575564420.0814497
1575564324.1321676,1575564420.1827173,1575564420.1889348
1575564324.1321676,1575564420.290131,1575564420.2966573
1575564324.1321676,1575564420.3979175,1575564420.4043007
1575564324.1321676,1575564420.506098,1575564420.5148683
1575564324.1321676,1575564420.6160586,1575564420.6245863
1575564324.1321676,1575564420.7257872,1575564420.7321467
1575564324.1321676,1575564420.8333623,1575564420.8394854
1575564324.1321676,1575564420.9407854,1575564420.9471629
1575564324.1321676,1575564421.0489202,1575564421.0602894
1575564324.1321676,1575564421.1615112,1575564421.1677115
1575564324.1321676,1575564421.2689333,1575564421.2752366
1575564324.1321676,1575564421.376606,1575564421.3828092
1575564324.1321676,1575564421.4840858,1575564421.4905517
1575564324.1321676,1575564421.5917037,1575564421.5979075
1575564324.1321676,1575564421.69908,1575564421.7051964
1575564324.1321676,1575564421.8062508,1575564421.8144474
1575564324.1321676,1575564421.9156508,1575564421.9243827
1575564324.1321676,1575564422.025628,1575564422.033062
1575564324.1321676,1575564422.1347878,1575564422.144991
1575564324.1321676,1575564422.2462902,1575564422.2528276
1575564324.1321676,1575564422.3540337,1575564422.3606443
1575564324.1321676,1575564422.4618785,1575564422.4684327
1575564324.1321676,1575564422.5697336,1575564422.576332
1575564324.1321676,1575564422.677652,1575564422.6843097
1575564324.1321676,1575564422.7856016,1575564422.7928827
1575564324.1321676,1575564422.8941176,1575564422.901044
1575564324.1321676,1575564423.0022538,1575564423.009385
1575564324.1321676,1575564423.111095,1575564423.118089
1575564324.1321676,1575564423.2201407,1575564423.232209
1575564324.1321676,1575564423.3336391,1575564423.339664
1575564324.1321676,1575564423.440825,1575564423.4469728
1575564324.1321676,1575564423.5481677,1575564423.554074
1575564324.1321676,1575564423.6553383,1575564423.6614816
1575564324.1321676,1575564423.7626698,1575564423.7692056
1575564324.1321676,1575564423.8703704,1575564423.877201
1575564324.1321676,1575564423.9783936,1575564423.9850135
1575564324.1321676,1575564424.0863364,1575564424.092551
1575564324.1321676,1575564424.1940694,1575564424.202945
1575564324.1321676,1575564424.3045812,1575564424.3184776
1575564324.1321676,1575564424.4197066,1575564424.426161
1575564324.1321676,1575564424.527414,1575564424.5339186
1575564324.1321676,1575564424.635167,1575564424.6411653
1575564324.1321676,1575564424.7423403,1575564424.7485743
1575564324.1321676,1575564424.8496954,1575564424.8558652
1575564324.1321676,1575564424.9569957,1575564424.9629917
1575564324.1321676,1575564425.064128,1575564425.0701318
1575564324.1321676,1575564425.171306,1575564425.1774664
1575564324.1321676,1575564425.2786226,1575564425.2853966
1575564324.1321676,1575564425.387177,1575564425.3968368
1575564324.1321676,1575564425.4980505,1575564425.5041604
1575564324.1321676,1575564425.6053364,1575564425.6138818
1575564324.1321676,1575564425.715157,1575564425.7212243
1575564324.1321676,1575564425.822406,1575564425.8287153
1575564324.1321676,1575564425.9298832,1575564425.9362354
1575564324.1321676,1575564426.0374246,1575564426.0434406
1575564324.1321676,1575564426.1445909,1575564426.1505482
1575564324.1321676,1575564426.2516766,1575564426.257604
1575564324.1321676,1575564426.3587234,1575564426.3652625
1575564324.1321676,1575564426.466874,1575564426.4766753
1575564324.1321676,1575564426.5778766,1575564426.5846057
1575564324.1321676,1575564426.685714,1575564426.6912858
1575564324.1321676,1575564426.7924862,1575564426.7985878
1575564324.1321676,1575564426.8997917,1575564426.9059265
1575564324.1321676,1575564427.0071757,1575564427.0141146
1575564324.1321676,1575564427.114722,1575564427.1167843
1575564324.1321676,1575564427.2179482,1575564427.2236
1575564324.1321676,1575564427.3247333,1575564427.3310688
1575564324.1321676,1575564427.4321997,1575564427.4383478
1575564324.1321676,1575564427.540061,1575564427.5528142
